target,split,model,fold,n_train,n_test,r2,mae,time_s
elongation_at_break_percent,random,rf,0,1242,311,0.7079955416646675,45.081839219761356,0.84
elongation_at_break_percent,random,rf,1,1242,311,0.7637306521985607,42.6150217757256,1.77
elongation_at_break_percent,random,rf,2,1242,311,0.6391013032148682,50.48807210799771,2.59
elongation_at_break_percent,random,rf,3,1243,310,0.7577896433699487,41.15997947748339,3.42
elongation_at_break_percent,random,rf,4,1243,310,0.5791492422987269,50.62465111387846,4.23
elongation_at_break_percent,random,hgb,0,1242,311,0.7067726255687494,44.99279614908344,1.11
elongation_at_break_percent,random,hgb,1,1242,311,0.7518002920185718,42.2614998691847,2.31
elongation_at_break_percent,random,hgb,2,1242,311,0.617178888912972,50.467806311236565,3.36
elongation_at_break_percent,random,hgb,3,1243,310,0.7079250913319608,42.33181406454074,4.47
elongation_at_break_percent,random,hgb,4,1243,310,0.5312002958408797,52.46926771169974,5.64
elongation_at_break_percent,patent,dummy,0,1242,311,-0.04402667652582282,100.67015833812283,0.04
elongation_at_break_percent,patent,dummy,1,1242,311,-0.004417741804704445,103.679747632436,0.07
elongation_at_break_percent,patent,dummy,2,1242,311,-0.020504065250429138,94.86054382776459,0.11
elongation_at_break_percent,patent,dummy,3,1243,310,-0.02798606041205476,98.71390652168273,0.15
elongation_at_break_percent,patent,dummy,4,1243,310,-0.054740384784644824,79.41100708483638,0.18
elongation_at_break_percent,patent,ridge,0,1242,311,0.2757206729267112,76.73323139943082,0.04
elongation_at_break_percent,patent,ridge,1,1242,311,0.24131307964332482,90.78801421929124,0.08
elongation_at_break_percent,patent,ridge,2,1242,311,0.36916113025576436,79.85164967666353,0.13
elongation_at_break_percent,patent,ridge,3,1243,310,-0.1305746279945179,102.29968415218845,0.18
elongation_at_break_percent,patent,ridge,4,1243,310,-0.07395536165176297,78.85494673222699,0.23
elongation_at_break_percent,patent,pls,0,1242,311,0.1468847835845175,81.0762783534007,0.07
elongation_at_break_percent,patent,pls,1,1242,311,0.05429717142592905,103.26948874041453,0.14
elongation_at_break_percent,patent,pls,2,1242,311,0.09018402078403431,102.34020537742627,0.2
elongation_at_break_percent,patent,pls,3,1243,310,-0.7267420009651713,127.52286013000311,0.27
elongation_at_break_percent,patent,pls,4,1243,310,-0.16253963229836876,82.21298769008578,0.33
elongation_at_break_percent,patent,rf,0,1242,311,0.39414971344960215,73.1730152793016,0.83
